Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
HORT,"800 Doctoral Research, Dissertation, and/or Examination",16,06396,ARRGT,ARR ARR
HORT,"800 Doctoral Research, Dissertation, and/or Examination",17,07799,ARRGT,ARR ARR
HORT,"800 Doctoral Research, Dissertation, and/or Examination",18,09367,ARRGT,ARR ARR
HUMANITY,101 [HUM] Humanities in the Ancient World,02,08005,"TU,TH9.10-10.25",CUE 203
HUMANITY,101 [HUM] Humanities in the Ancient World,03,08709,"TU,TH10.35-11.50",CLEV 30
HUMANITY,103 [HUM] Mythology,04,07730,ARRGT,ARR ARR
HUMANITY,103 [HUM] Mythology,05,08006,ARRGT,ARR ARR
HUMANITY,103 [HUM] Mythology,06,08206,ARRGT,ARR ARR
HUMANITY,103 [HUM] Mythology,08,09358,ARRGT,ARR ARR
HUMANITY,322 [DIVR] Ecology in East Asian Cultures,01,09097,"TU,TH14.55-16.10",HLD G0003
HUMANITY,499 Special Problems,01,05097,ARRGT,ARR ARR
I_BUS,280 International Relations and Global Leadership,01,16352,"TU,TH10.35-11.50",CUE
I_BUS,380 International Business,02,07893,"M,W,F16.10-17",""
I_BUS,380 International Business,06,08797,ARRGT,ARR ARR
I_BUS,415 [M] Law of International Trade,01,09578,"TU,TH14.55-16.10",CUE 203
I_BUS,435 International Tourism,01,08441,"TU,TH9.10-10.25",TODD 130
I_BUS,453 [M] International Management,02,08782,ARRGT,ARR ARR
I_BUS,453 [M] International Management,03,09435,"M,W,F14.10-15",TODD 116
I_BUS,482 [M] International Marketing,01,05021,"M,W,F12.10-13",TODD 116
I_BUS,498 International Business Internship,01,05022,ARRGT,ARR ARR
I_BUS,499 Special Problems,01,05023,ARRGT,ARR ARR
I_BUS,600 Special Projects or Independent Study,01,05024,ARRGT,ARR ARR
I_D,197 Design Communication I,02 Lab,16442,TU11.10-12.50,ARR ARR
I_D,197 Design Communication I,03 Lab,16443,TH9.10-10.50,ARR ARR
I_D,197 Design Communication I,04 Lab,16444,TH11.10-12.50,ARR ARR
I_D,201 Interior Design Studio II,01,05915,ARRGT,ARR ARR
I_D,201 Interior Design Studio II,02,09942,ARRGT,ARR ARR
I_D,201 Interior Design Studio II,01 Lab,05916,"M,W,F13.10-16",DAGG 1
I_D,201 Interior Design Studio II,02 Lab,09941,"M,W,F13.10-16",DAGG 1A
I_D,205 Visual Communication,01,05917,M10.10-11.50,DAGG 1
I_D,205 Visual Communication,01 Lab,05918,W10.10-11.50,DAGG 1
I_D,321 Interior Design Studio IV,01,05920,ARRGT,ARR ARR
I_D,321 Interior Design Studio IV,02,12087,ARRGT,ARR ARR
I_D,321 Interior Design Studio IV,01 Lab,05921,"W,F13.10-16.30",CARP 320
I_D,321 Interior Design Studio IV,02 Lab,09008,"W,F13.10-16.30",CARP 320
I_D,325 Interior Building Systems,01,09944,"TU,TH10.35-11.50",CARP 312
I_D,425 Interior Design Studio VI,01,05922,"TU,TH13.30-17",CARP 320
I_D,490 Cooperative Education Internship,01,05923,ARRGT,ARR ARR
I_D,490 Cooperative Education Internship,02,05924,ARRGT,ARR ARR
I_D,490 Cooperative Education Internship,03,09955,ARRGT,ARR ARR
I_D,499 Special Problems,01,08626,ARRGT,ARR ARR
I_D,499 Special Problems,02,09428,ARRGT,ARR ARR
I_D,525 Interior Design Graduate Studio I,01,05926,ARRGT,ARR ARR
I_D,"700 Master's Research, Thesis, and/or Examination",01,14713,ARRGT,ARR ARR
I_D,"702 Master's Special Problems, Directed Study and/or Examination",01,05928,ARRGT,ARR ARR
INTERDIS,490 McNair Preparation for Graduate School,01,05098,ARRGT,ARR ARR
INTERDIS,"800 Doctoral Research, Dissertation, and/or Examination",01,05004,ARRGT,ARR ARR
ISE,300 INTRN'L EXCH,01,04914,ARRGT,ARR ARR
JAPANESE,101 First Semester,01,05011,"M,TU,W,TH10.10-11",KIMB 101
JAPANESE,101 First Semester,02,05012,"M,TU,W,TH12.10-13",""
JAPANESE,105 Elementary Conversation 1,01,05013,ARRGT,ARR ARR
JAPANESE,105 Elementary Conversation 1,02,05014,ARRGT,ARR ARR
JAPANESE,105 Elementary Conversation 1,03,08248,ARRGT,ARR ARR
JAPANESE,203 Third Semester,01 Lab,05017,ARRGT,ARR ARR
JAPANESE,205 Intermediate Conversation I,01,05018,ARRGT,ARR ARR
JAPANESE,305 Intermediate Conversation II,01,09000,ARRGT,ARR ARR
JAPANESE,322 [DIVR] Ecology in East Asian Cultures,01,09095,"TU,TH14.55-16.10",HLD G0003
JAPANESE,361 Advanced Japanese for the Professions,01,11963,"M,W,F13.10-14",CUE 416
JAPANESE,499 Special Problems,01,05019,ARRGT,ARR ARR
KIN_ACTV,100 Special Topics,01,07184,ARRGT,ARR ARR
KIN_ACTV,101 Beginning Conditioning,01,07149,ARRGT,ARR ARR
KIN_ACTV,101 Beginning Conditioning,03,07150,"TU,TH14.10-15",PEB 144
KIN_ACTV,102 Beginning Racquetball,01,09176,"M,W14.10-15",PEB RACQ
KIN_ACTV,102 Beginning Racquetball,02,15523,"M,W13.10-14",PEB RACQ
KIN_ACTV,103 Intermediate Racquetball,01,15363,"TU,TH13.10-14",PEB RACQ
KIN_ACTV,106 Self Defense,01,07151,"M,W12.10-13",PEB 145
KIN_ACTV,106 Self Defense,02,07152,"TU,TH12.10-13",PEB 145
KIN_ACTV,107 Judo,01,07153,"M,W14.10-15",PEB 145
KIN_ACTV,107 Judo,02,07154,"TU,TH15.10-16",PEB 145
KIN_ACTV,108 Karate,01,07155,"M,W15.10-16",PEB 145
KIN_ACTV,109 Beginning Golf,01,09826,"M,W9.30-11",GOLF COUR
KIN_ACTV,109 Beginning Golf,02,09825,"M,W12.30-14",GOLF COUR
KIN_ACTV,109 Beginning Golf,03,09827,"TU,TH9.30-11",GOLF COUR
KIN_ACTV,109 Beginning Golf,04,09174,"TU,TH12.30-13.45",GOLF COUR
KIN_ACTV,110 Intermediate Golf,01,07688,"TU,TH11-12.15",GOLF COUR
KIN_ACTV,110 Intermediate Golf,02,08084,"M,W11-12.15",GOLF COUR
KIN_ACTV,110 Intermediate Golf,"M,W11.10-12.25",ABEL 201, ,""
KIN_ACTV,111 Advanced Golf,01,07185,F10.10-13,WEGN G0001
KIN_ACTV,112 Beginning Weight Training,01,07156,"M,W9.10-10",PEB 30
KIN_ACTV,112 Beginning Weight Training,02,07157,ARRGT,ARR ARR
KIN_ACTV,112 Beginning Weight Training,03,07158,"M,W10.10-11",PEB 30
KIN_ACTV,112 Beginning Weight Training,04,07159,"M,W11.10-12",PEB 30
KIN_ACTV,112 Beginning Weight Training,05,07160,"M,W14.10-15",PEB 30
KIN_ACTV,112 Beginning Weight Training,06,07161,"M,W15.10-16",PEB 30
KIN_ACTV,112 Beginning Weight Training,08,07162,"TU,TH9.10-10",PEB 30
KIN_ACTV,112 Beginning Weight Training,09,07163,"TU,TH13.10-14",PEB 30
KIN_ACTV,112 Beginning Weight Training,10,07164,"TU,TH14.10-15",PEB 30
KIN_ACTV,112 Beginning Weight Training,11,07165,"TU,TH15.10-16",PEB 30
KIN_ACTV,113 Intermediate Weight Training,01,08488,F13-15,PEB 30
KIN_ACTV,114 Beginning Tumbling,01,07166,"M,W10.10-11",PEB 145
KIN_ACTV,114 Beginning Tumbling,02,15622,"M,W15.10-16",CUE 203
KIN_ACTV,115 Jogging,01,08487,"M,W14-15",ARR ARR
KIN_ACTV,118 Yoga,01,08484,"TU,TH7.45-9",JSNH C0107
KIN_ACTV,118 Yoga,02,08485,"TU,TH9.10-10.25",JSNH C0107
KIN_ACTV,118 Yoga,03,08486,"TU,TH10.35-11.50",JSNH C0107
KIN_ACTV,118 Yoga,04,08619,"TU,TH13.30-14.45",CLEV 30
KIN_ACTV,118 Yoga,05,08620,"TU,TH14.55-16.10",CUE 319
KIN_ACTV,119 Aerobic Dance,01,07167,"M,W13.10-14",TODD 116
KIN_ACTV,119 Aerobic Dance,02,09775,"M,W14.10-15",SGYM 117
KIN_ACTV,120 Beginning Ballet,01,15620,"M,W10.10-11",SGYM 115
KIN_ACTV,121 Intermediate Ballet,01,15621,"M,W11.10-12",SGYM 115
KIN_ACTV,122 Beginning Jazz Dance,01,15625,"M,W11.10-12",SGYM 215
KIN_ACTV,123 Intermediate Jazz Dance,01,15626,"TU,TH10.10-11",SGYM 215
KIN_ACTV,124 Beginning Tennis,01,07183,"M,W13.10-14.25",ARR ARR
KIN_ACTV,124 Beginning Tennis,02,15623,"TU,TH8-9.15",FLDH 100
KIN_ACTV,125 Intermediate Tennis,01,08085,"TU,TH14.30-16",FULM 201
KIN_ACTV,125 Intermediate Tennis,02,15624,"TU,TH9.30-10.45",FLDH 100
KIN_ACTV,126 Modern Dance,01,07685,"M,W14.10-15",SGYM 115
KIN_ACTV,127 Water Aerobics,01,15958,"M,W14.10-15",SGYM 77
KIN_ACTV,128 Beginning Swimming,01,07168,"TU,TH8.10-9",PEB 136
KIN_ACTV,128 Beginning Swimming,02,07169,"TU,TH9.10-10",CUE 202
KIN_ACTV,129 Conditioning Swimming,01,07179,"M,W13.10-14",ARR ARR
KIN_ACTV,129 Conditioning Swimming,02,15633,"M,W14.10-15",PEB 12A
KIN_ACTV,130 Beginning Volleyball,01,15364,"M,W10.10-11",ARR ARR
KIN_ACTV,131 Intermediate Volleyball,01,15366,"M,W11.10-12",ARR ARR
KIN_ACTV,132 Beginning Soccer,01,15368,"TU,TH10.10-11",ARR ARR
KIN_ACTV,133 Intermediate Soccer,01,15369,"TU,TH11.10-12",ARR ARR
KIN_ACTV,134 Ultimate Frisbee,01,15627,"M,W11.10-12",GRIM FIELD
KIN_ACTV,135 Beginning Fencing,01,07686,"M,W10.10-11",WEBS 17
KIN_ACTV,136 Intermediate Fencing,01,15371,"M,W9.10-10",SGYM 117
KIN_ACTV,137 Beginning Bowling,01,07180,M15.10-17,ZEPP ARR
KIN_ACTV,137 Beginning Bowling,02,07181,W13.10-15,ZEPP ARR
KIN_ACTV,137 Beginning Bowling,03,07182,W15.10-17,ZEPP ARR
KIN_ACTV,137 Beginning Bowling,04,09175,TH15.10-17,ZEPP ARR
KIN_ACTV,139 Intermediate Bowling,01,15370,TU15.10-17,ARR ARR
KIN_ACTV,140 Fly Fishing,01,14964,TU10.35-12.25,SGYM 124
KINES,138 Introduction to Kinesiology,01,04499,"M,W,F12.10-13",PEB 136
KINES,138 Introduction to Kinesiology,02,04500,"M,W,F12.10-13",PEB 136
KINES,162 Foundations of Physics for Sport and Exercise,01,15579,"TU,TH12.05-13.20",TODD 430
KINES,199 Human Motor Development,01,06997,"M,W,F9.10-10",PEB 136
KINES,199 Human Motor Development,02,06998,"M,W,F13.10-14",PEB 136
KINES,201 [HUM] Exploring Meaning in Sport and Movement,01,09233,"TU,TH12.05-13.20",PEB 136
KINES,201 [HUM] Exploring Meaning in Sport and Movement,02,09237,"TU,TH13.30-14.45",PEB 136
KINES,201 [HUM] Exploring Meaning in Sport and Movement,03,09541,"TU,TH9.10-10.25",PEB 136
KINES,201 [HUM] Exploring Meaning in Sport and Movement,04,09542,"TU,TH14.55-16.10",PEB 136
KINES,201 [HUM] Exploring Meaning in Sport and Movement,05,09921,"TU,TH10.35-11.50",PEB 136
KINES,262 Human Anatomy,01 Lab,07000,TU9.10-10.25,SGYM 212
KINES,262 Human Anatomy,02 Lab,07001,TU10.35-11.50,SGYM 212
KINES,262 Human Anatomy,03 Lab,07002,TU13.30-14.45,SGYM 212
KINES,262 Human Anatomy,04 Lab,07003,TU14.55-16.10,SGYM 212
KINES,262 Human Anatomy,05 Lab,07004,TH9.10-10.25,SGYM 212
KINES,262 Human Anatomy,06 Lab,07005,TH10.35-11.50,SGYM 212
KINES,262 Human Anatomy,07 Lab,07006,TH13.30-14.45,SGYM 212
KINES,262 Human Anatomy,08 Lab,07007,TH14.55-16.10,SGYM 212
KINES,262 Human Anatomy,09 Lab,07008,TU18.10-19.25,SGYM 212
KINES,262 Human Anatomy,10 Lab,07009,TU19.35-20.50,SGYM 212
KINES,264 Fitness Concepts,01,04501,"M,W13.10-14",FSHN T0101
KINES,264 Fitness Concepts,01 Lab,04503,TU12.05-13.20,SGYM 117
KINES,264 Fitness Concepts,02 Lab,04504,TU13.30-14.45,SGYM 117
KINES,264 Fitness Concepts,03 Lab,09885,TH12.05-13.20,SGYM 117
KINES,264 Fitness Concepts,04 Lab,09886,TH13.30-14.45,SGYM 117
KINES,264 Fitness Concepts,05 Lab,04505,TU14.55-16.10,SGYM 117
KINES,266 Prevention and Management of Activity-Related Injuries,01,07010,"M,W,F9.10-10",SPRK 339
KINES,266 Prevention and Management of Activity-Related Injuries,02,07011,"M,W,F10.10-11",WEBS 16
KINES,305 Nutrition Related to Fitness and Sport,01,07014,"M,W,F12.10-13",SGYM 201
KINES,311 Strength Training,01,07015,"M,W,F8.10-9",SGYM 201
KINES,311 Strength Training,02,07016,"M,W,F13.10-14",SGYM 201
KINES,312 [M] Research and Assessment in Kinesiology,01,15407,"TU,TH9.10-10.25",SGYM 215
KINES,312 [M] Research and Assessment in Kinesiology,02,15408,"TU,TH10.35-11.50",SGYM 201
KINES,361 Health and Wellness,01,07022,"TU,TH13.30-14.45",""
KINES,361 Health and Wellness,02,07023,"M,W,F11.10-12",TODD 116
KINES,390 Kinesiology Practicum or Research,01,07025,ARRGT,ARR ARR
KINES,391 Practicum in Physical Education,01,07026,ARRGT,ARR ARR
KINES,411 Advanced Strength Training,01,04508,"TU,TH10.35-11.50",BOAD 280
KINES,412 Strength Training Practicum I,01,07029,ARRGT,ARR ARR
KINES,412 Strength Training Practicum I,01 Lab,07030,ARRGT,ARR ARR
KINES,413 Strength Training Practicum II,01,08535,ARRGT,ARR ARR
KINES,413 Strength Training Practicum II,01 Lab,08608,ARRGT,ARR ARR
KINES,414 Strength Training Practicum III,01,08536,ARRGT,ARR ARR
KINES,414 Strength Training Practicum III,01 Lab,08895,ARRGT,ARR ARR
KINES,469 [M] Athletic Training Organization and Administration,01,07033,"TU,TH9.10-10.25",WLSH 13
KINES,484 [CAPS] Exercise Prescription and Medical Conditions,01,04509,"TU,TH9.10-10.25",SGYM 201
KINES,484 [CAPS] Exercise Prescription and Medical Conditions,02,04510,"TU,TH12.05-13.20",SGYM 201
KINES,485 Kinesiology Internship,01,07034,ARRGT,ARR ARR
KINES,490 Instructional Practicum,01,07035,ARRGT,ARR ARR
KINES,490 Instructional Practicum,02,07036,ARRGT,ARR ARR
KINES,490 Instructional Practicum,03,07037,ARRGT,ARR ARR
KINES,490 Instructional Practicum,04,07038,ARRGT,ARR ARR
KINES,490 Instructional Practicum,05,07039,ARRGT,ARR ARR
KINES,490 Instructional Practicum,06,07040,ARRGT,ARR ARR
KINES,490 Instructional Practicum,07,07041,ARRGT,ARR ARR
KINES,490 Instructional Practicum,09,07043,ARRGT,ARR ARR
KINES,490 Instructional Practicum,13,07047,ARRGT,ARR ARR
KINES,493 Athletic Training Clinical Internship III,01,07048,W8.10-9,SGYM 214A
KINES,496 Special Topics,01,07541,M12.10-13,BOAD 184
KINES,496 Special Topics,02,07542,M13.10-14,BOAD 184
KINES,496 Special Topics,03,07543,TU8.10-9,BOAD 184
KINES,496 Special Topics,04,07544,W8.10-9,BOAD 184
KINES,496 Special Topics,05,14955,W14.10-15,BOAD 184
KINES,499 Special Problems,01,07049,ARRGT,ARR ARR
KINES,499 Special Problems,02,07050,ARRGT,ARR ARR
KINES,499 Special Problems,03,07051,ARRGT,ARR ARR
KINES,499 Special Problems,04,07052,ARRGT,ARR ARR
KINES,499 Special Problems,05,07053,ARRGT,ARR ARR
KINES,499 Special Problems,06,07054,ARRGT,ARR ARR
KINES,499 Special Problems,07,07055,ARRGT,ARR ARR
KINES,499 Special Problems,09,07057,ARRGT,ARR ARR
KINES,499 Special Problems,13,07061,ARRGT,ARR ARR
KINES,513 Advanced Psychology of Physical Activity,01,12071,M14.10-17,SGYM 201
KINES,"545 Leadership Philosophy, Programming, and Marketing Physical Activity",01,12072,TU15.10-18,SGYM 201
KINES,560 Neuromuscular Physiology,01,14659,W15.10-18,SGYM 201
KINES,580 Applied Experiences in Exercise Physiology,01,14878,TH15.10-18,SGYM 201
KINES,590 Kinesiology Seminar,01,15059,TH8-8.50,SGYM 201
KINES,600 Special Projects or Independent Study,01,15580,ARRGT,ARR ARR
KINES,"700 Master's Research, Thesis, and/or Examination",01,15581,ARRGT,ARR ARR
KINES,"702 Master's Special Problems, Directed Study, and/or Examination",01,15582,ARRGT,ARR ARR
LLT,"586 Seminar in Language, Literacy, and Technology",01,07657,TU12.10-13,CLEV 63
LLT,"800 Doctoral Research, Dissertation, and/or Examination",01,08628,ARRGT,ARR ARR
LND_ARCH,150 [HUM] Landscapes of the Palouse,01,15163,"TU,TH12.05-13.20",SPRK 327
LND_ARCH,262 Landscape Architectural Design I,01,09262,"M,W,F13.10-16",CARP 420
LND_ARCH,262 Landscape Architectural Design I,02,09934,"M,W,F13.10-16",CARP 420
LND_ARCH,327 Theory in Landscape Architecture,01,05731,"TU,TH10.35-11.50",DAGG 1
LND_ARCH,362 Landscape Architectural Design III,01,09009,"M,W13.10-16",CARP 401
LND_ARCH,366 Landscape Architectural Construction II,01,05732,"TU,TH13.30-14.45",DAGG 1
LND_ARCH,366 Landscape Architectural Construction II,01 Lab,05733,"TU,TH14.55-17.05",DAGG 1
LND_ARCH,399 Professional Work Experience: Office Practice,01,10047,ARRGT,ARR ARR
LND_ARCH,470 Landscape Architectural Design V,01,05734,ARRGT,ARR ARR
LND_ARCH,470 Landscape Architectural Design V,01 Lab,05735,"TU,TH13.30-17",CARP 420
LND_ARCH,490 Cooperative Education Internship,01,08490,ARRGT,ARR ARR
LND_ARCH,499 Special Problems,01,05736,ARRGT,ARR ARR
MATH,103 Algebra Methods and Introduction to Functions,01,03559,"M,W,F8.10-9",TODD 116
MATH,103 Algebra Methods and Introduction to Functions,02,03560,"M,W,F9.10-10",HLD G0003
MATH,103 Algebra Methods and Introduction to Functions,05,03563,"M,W,F8.10-9",""
MATH,103 Algebra Methods and Introduction to Functions,09,03567,"M,W,F8.10-9",WEBS 16
MATH,103 Algebra Methods and Introduction to Functions,10,03568,"M,W,F11.10-12",CUE 419
MATH,103 Algebra Methods and Introduction to Functions,11,03569,"M,W,F12.10-13",CUE 419
MATH,103 Algebra Methods and Introduction to Functions,14,03572,"M,W,F12.10-13",""
MATH,103 Algebra Methods and Introduction to Functions,15,03573,"M,W,F9.10-10",FLMA 226
MATH,103 Algebra Methods and Introduction to Functions,20,03670,"M,W,F9.10-10",""
MATH,103 Algebra Methods and Introduction to Functions,21,03671,"M,W,F15.10-16",SPRK 235
MATH,140 [QUAN] Calculus for Life Scientists,02 Lab,03589,W11.10-12.25,NEIL 101W
MATH,140 [QUAN] Calculus for Life Scientists,F11.10-12.25,SPRK 235, ,""
MATH,171 [QUAN] Calculus I,01 Lab,03532,M17.10-18.25,NEIL 101W
MATH,171 [QUAN] Calculus I,W17.10-18.25,SPRK 339, ,""
MATH,171 [QUAN] Calculus I,06 Lab,03536,TU14.55-16.10,TODD 116
MATH,171 [QUAN] Calculus I,TH14.55-16.10,NEIL 101W, ,""
MATH,171 [QUAN] Calculus I,07 Lab,03537,TU13.30-14.45,NEIL 101W
MATH,171 [QUAN] Calculus I,TH13.30-14.45,SPRK G0045, ,""
MATH,171 [QUAN] Calculus I,08 Lab,03538,W9.10-10.25,NEIL 101W
MATH,171 [QUAN] Calculus I,F9.10-10.25,SPRK G0045, ,""
MATH,171 [QUAN] Calculus I,10 Lab,03539,TU12.05-13.20,NEIL 101W
MATH,171 [QUAN] Calculus I,TH12.05-13.20,"", ,""
MATH,171 [QUAN] Calculus I,11 Lab,03540,M17.10-18.25,TODD 130
MATH,171 [QUAN] Calculus I,W17.10-18.25,NEIL 101W, ,""
MATH,171 [QUAN] Calculus I,12 Lab,03694,TU17.45-19,NEIL 101W
MATH,171 [QUAN] Calculus I,TH17.45-19,SPRK 235, ,""
MATH,171 [QUAN] Calculus I,13 Lab,03541,W11.10-12.25,SPRK 235
MATH,171 [QUAN] Calculus I,F11.10-12.25,NEIL 101W, ,""
MATH,251 Fundamentals of Elementary Mathematics I,01 Lab,03612,ARRGT,ARR ARR
MATH,252 [QUAN] Fundamentals of Elementary Mathematics II,01 Lab,03615,ARRGT,ARR ARR
MATH,300 Mathematical Computing,01,03710,"M,W,F14.10-15",SPRK G0010
MATH,301 Introduction to Mathematical Reasoning,01,03620,"TU,TH10.35-11.50",""
MATH,364 Principles of Optimization,01,03626,"TU,TH10.35-11.50",SPRK 323
MATH,401 [M] Introduction to Analysis I,01,03627,"M,W,F10.10-11",SPRK 339
MATH,440 Applied Mathematics I: PDEs,01,03633,"M,W,F11.10-12",""
MATH,448 Numerical Analysis,02,15429,"TU,TH10.35-11.50",SPRK 227
MATH,453 Graph Theory,01,03635,"M,W,F14.10-15",""
MATH,490 Topics in Mathematics,01,03664,ARRGT,ARR ARR
MATH,497 Instructional Practicum,01,03637,ARRGT,ARR ARR
MATH,497 Instructional Practicum,02,03638,ARRGT,ARR ARR
MATH,499 Special Problems,01,03639,ARRGT,ARR ARR
MATH,499 Special Problems,02,03640,ARRGT,ARR ARR
MATH,500 Proseminar,01,03641,ARRGT,ARR ARR
MATH,536 Statistical Computing,01,03701,"M,W15.10-16",CUE 418
MATH,536 Statistical Computing,01 Lab,03702,F15.10-16,ARR ARR
MATH,540 Applied Mathematics I: PDEs,01,03634,"M,W,F11.10-12",""
MATH,548 Numerical Analysis,02,15428,"TU,TH10.35-11.50",SPRK 227
MATH,553 Graph Theory,01,03636,"M,W,F14.10-15",""
MATH,568 Statistical Theory I,02,03714,ARRGT,ARR ARR
MATH,581 Topics in Mathematics,01,03644,"TU,TH9.10-10.25",""
MATH,597 Mathematics Instruction Seminar,01,03647,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,02,03648,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,03,03649,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,04,03650,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,05,03651,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,06,03652,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,07,03653,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,08,03654,ARRGT,ARR ARR
MATH,597 Mathematics Instruction Seminar,09,03655,ARRGT,ARR ARR
MATH,600 Special Projects or Independent Study,01,03656,ARRGT,ARR ARR
MATH,"702 Master's Special Problems, Directed Study, and/or Examination",01,03657,ARRGT,ARR ARR
MATH,"800 Doctoral Research, Dissertation, and/or Examination",01,03658,ARRGT,ARR ARR
MATSE,505 Advanced Materials Science,01,06310,"TU,TH15-16.15",SPRK 227
MATSE,506 Biomaterials,01,06304,ARRGT,ARR ARR
MATSE,593 Seminar in Materials Science,01,06460,F12.10-13,ETRL 101
MATSE,"800 Doctoral Research, Dissertation, and/or Examination",01,06461,ARRGT,ARR ARR
MBIOS,101 [BSCI] Introductory Microbiology,01 Lab,06811,"TU,TH9.10-10.25",EAST G0080
MBIOS,101 [BSCI] Introductory Microbiology,02 Lab,06812,"TU,TH10.35-11.50",EAST G0080
MBIOS,101 [BSCI] Introductory Microbiology,03 Lab,06813,"TU,TH14.55-16.10",EAST G0080
MBIOS,101 [BSCI] Introductory Microbiology,04 Lab,06814,"W,F9.10-10.25",EAST G0080
MBIOS,101 [BSCI] Introductory Microbiology,05 Lab,06815,"TU,TH13.30-14.45",EAST G0080
MBIOS,101 [BSCI] Introductory Microbiology,06 Lab,06816,"W,F14.10-15.25",EAST G0080
MBIOS,101 [BSCI] Introductory Microbiology,07 Lab,06817,"TU,TH16.20-17.35",EAST G0080
MBIOS,101 [BSCI] Introductory Microbiology,08 Lab,08205,"W,F10.35-11.50",EAST G0080
MBIOS,138 Molecular Biosciences Seminar,01,09496,M15.10-16,HLD G0003
MBIOS,301 General Genetics,10,06836,ARRGT,ARR ARR
MBIOS,303 Introductory Biochemistry,05,06842,ARRGT,ARR ARR
MBIOS,304 Microbiology and Molecular Biology Laboratory,02 Lab,04566,"TU,TH14.10-17",EAST G0098
MBIOS,304 Microbiology and Molecular Biology Laboratory,03 Lab,04567,"W,F14.10-17",EAST G0096
MBIOS,304 Microbiology and Molecular Biology Laboratory,04 Lab,16571,"M,W9-11.50",EAST G0098
MBIOS,305 General Microbiology,02,06844,ARRGT,ARR ARR
MBIOS,320 [BSCI] DNA and Society,01,06845,ARRGT,ARR ARR
MBIOS,360 [M] Cell and Molecular Laboratory,01,16470,"M,W,F14.10-15",ARR ARR
MBIOS,401 Cell Biology,01,06846,ARRGT,ARR ARR
MBIOS,413 General Biochemistry,02,08290,ARRGT,ARR ARR
MBIOS,430 [M] Combined Immunology and Virology Laboratory,01 Lab,06850,"TU,TH9.10-12",EAST G0095
MBIOS,430 [M] Combined Immunology and Virology Laboratory,02 Lab,06851,"TU,TH14.55-17.45",EAST G0095
MBIOS,478 Bioinformatics,01,04620,"TU,TH16.20-17.10",CUE 419
MBIOS,478 Bioinformatics,02,04622,ARRGT,ARR ARR
MBIOS,478 Bioinformatics,01 Lab,04624,"TU,TH17.45-19",BUST 214
MBIOS,478 Bioinformatics,02 Lab,04626,ARRGT,ARR ARR
MBIOS,480 Methods of Teaching Secondary Science I,01,09606,"TU,TH11.10-13",EDAD 308
MBIOS,494 [CAPS] [M] Senior Project in Molecular Biosciences,01,06857,"M,W,F12.10-13",TODD 434
MBIOS,495 Internship Training,01,06859,ARRGT,ARR ARR
MBIOS,498 Directed Research,01,06860,ARRGT,ARR ARR
MBIOS,499 Special Problems,01,06861,ARRGT,ARR ARR
MBIOS,501 Cell Biology,01,06847,ARRGT,ARR ARR
MBIOS,503 Advanced Molecular Biology I,01,06862,"M,W,F9.10-10",CUE 418
MBIOS,503 Advanced Molecular Biology I,02,06863,ARRGT,ARR ARR
MBIOS,513 General Biochemistry,02,04570,ARRGT,ARR ARR
MBIOS,548 Selected Topics in Immunology & Virology,02,09244,ARRGT,ARR ARR
MBIOS,563 Deconstruction of Research,01,08517,"TU,TH9.10-10.25",SPRK G0045
MBIOS,564 Topics in Biomedical Experimentation,01,11868,"TU,TH9.10-10.25",VBRB 201
MBIOS,564 Topics in Biomedical Experimentation,02,16045,"TU,TH9.10-10.25",ARR ARR
MBIOS,578 Bioinformatics,01,04621,"TU,TH16.20-17.10",CUE 419
MBIOS,578 Bioinformatics,02,04623,ARRGT,ARR ARR
MBIOS,578 Bioinformatics,01 Lab,04625,"TU,TH17.45-19",BUST 214
MBIOS,578 Bioinformatics,02 Lab,04627,ARRGT,ARR ARR
MBIOS,579 Molecular Biosciences Seminar,01,06865,"TU,TH12.10-13",BLS 402
MBIOS,583 Professional Skills Seminar,01,06866,ARRGT,ARR ARR
MBIOS,593 Research Proposal,01,06868,ARRGT,ARR ARR
MBIOS,"700 Master's Research, Thesis, and/or Examination",01,06869,ARRGT,ARR ARR
MBIOS,701 Master's Independent Capstone Project and /or Examination,01,09287,ARRGT,ARR ARR
MBIOS,"702 Master's Special Problems, Directed Study, and/or Examination",01,06870,ARRGT,ARR ARR
MBIOS,"800 Doctoral Research, Dissertation, and/or Examination",01,06872,ARRGT,ARR ARR
ME,116 Engineering Computer-aided Design and Visualization,01,05151,"TU,TH7.45-10.35",ETRL 249
ME,116 Engineering Computer-aided Design and Visualization,02,05153,"TU,TH13.30-16.20",ETRL 249
ME,116 Engineering Computer-aided Design and Visualization,03,05154,"TU,TH10.35-13.25",ETRL 249
ME,116 Engineering Computer-aided Design and Visualization,04,05152,"W,F14.10-17",ETRL 249
ME,216 Integrated CAD Design,01,05157,"TU,TH7.45-10.35",SLOA 249
