Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Instructor
CHE,581,Advanced Topics in Chemical Engineering,04,14976,V,"TU,TH12.05-13.20",WEB ARR,S Ha
CHE,581,Advanced Topics in Chemical Engineering,06,16153,V,ARRGT,ARR ARR,J Mcewen
CHE,581,Advanced Topics in Chemical Engineering,07,16430,V,ARRGT,ARR ARR,A Kostyukova
CHE,581,Advanced Topics in Chemical Engineering,08,"",V,ARRGT,ARR ARR,A Kostyukova
CHE,585,Interfacial Phenomena,01,15009,3,"M,W,F9.10-10",WEB ARR,S Saunders
CHE,598,Research Seminar,01,03946,1,M16.10-17,WEB ARR,J Petersen
CHE,700,"Master's Research, Thesis, and/or Examination",01,03947,V,ARRGT,ARR ARR,(multiple)
CHE,702,"Master's Special Problems, Directed Study, and/or Examination",01,03948,V,ARRGT,ARR ARR,(multiple)
CHE,800,"Doctoral Research, Dissertation, and/or Examination",01,03949,V,ARRGT,ARR ARR,(multiple)
CHEM,101,[PSCI] Introduction to Chemistry,01,02547,4,"M,W,F9.10-10",WEB ARR,K Nishida
CHEM,101,[PSCI] Introduction to Chemistry,02,14899,4,"M,W,F13.10-14",WEB ARR,K Nishida
CHEM,101,[PSCI] Introduction to Chemistry,01 Lab,02548,0,TU9.10-10,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,02 Lab,02549,0,TU10.50-11.40,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,03 Lab,02550,0,TU13.50-14.40,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,04 Lab,02551,0,TU17.45-18.35,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,05 Lab,02552,0,W14.10-15,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,06 Lab,02553,0,W17.10-18,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,07 Lab,02698,0,TH9.10-10,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,08 Lab,02554,0,TH10.50-11.40,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,09 Lab,02555,0,TH13.50-14.40,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,17 Lab,14873,0,TU10.10-11,WEB ARR,""
CHEM,101,[PSCI] Introduction to Chemistry,18 Lab,14878,0,TU11.50-12.40,WEB ARR,""
